"","Abiotrophia","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alistipes","Alloprevotella","Alloscardovia","Anaerococcus","Anaeroglobus","Anaerostipes","Anaerotruncus","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Bulleidia","Butyricicoccus","Butyricimonas","Butyrivibrio","Campylobacter","Capnocytophaga","Cardiobacterium","Catenibacterium","Centipeda","Cetobacterium","Citrobacter","Clostridium","Collinsella","Comamonas","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cryptobacterium","Desulfovibrio","Dialister","Dorea","Dysgonomonas","Eggerthella","Eggerthia","Eikenella","Enterobacter","Enterococcus","Escherichia","Eubacterium","Faecalibacterium","Flavonifractor","Fretibacterium","Fusobacterium","Gardnerella","Gemella","Gordonibacter","Granulicatella","Haemophilus","Holdemania","Kingella","Klebsiella","Kosakonia","Lachnoanaerobaculum","Lactobacillus","Lactococcus","Lautropia","Leptotrichia","Leuconostoc","Megamonas","Megasphaera","Methanobrevibacter","Methanosphaera","Mitsuokella","Morganella","Mycoplasma","Neisseria","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Plesiomonas","Porphyromonas","Prevotella","Propionibacterium","Proteus","Providencia","Pseudoflavonifractor","Pseudomonas","Pusillimonas","Pyramidobacter","Ralstonia","Raoultella","Roseburia","Rothia","Ruminococcus","Saccharopolyspora","Scardovia","Selenomonas","Serratia","Shewanella","Shigella","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stomatobaculum","Streptococcus","Subdoligranulum","Succinatimonas","Sutterella","Tannerella","Treponema","Turicibacter","unclassified","Veillonella","Weissella"
"ERR527110",0,0,0,0,0,0.04933,0,0,0,0,25.65862,0,0,0,0,0,0,0,0,40.02109,0,0.13401,1.12214,1.79674,0,0,0.00057,0,0,0,0,0,0,0,0.00527,0.73907,0.02293,0,0.89403,0,0.59904,0,0,0,0.02573,0,0.29181,0,0,0,0,0,0,2.00321,3.69217,2.81587,0,0,0.01022,0,0,0,0,0,0,0,0.09947,0,0,0,0,0,0,0,0.68207,0,0,0,0,0,0,0,1.02127,0,0,1.20041,0.03532,0,4.46627,0,0,0,0,0,0,0,0,0,0,0,0.04156,0,0,0,0,0,0,0,0,0,1.15197,0,9.91549,0,0,0,0,0,0,0,0,0,0,0,0.01685,0.75714,0,0,0,0,0,0.730329999999981,0,0
"ERR527111",0,0,0,0,0,0,0,0,0,1.57697,5.75637,0,0,0,0,0,0,0,0,53.01658,2.59504,0.14007,0.21585,0.58336,0,0,0,0,0,0,0,0,0,0,0,0,0.0885,0,0,0.19466,1.60779,0,0,0,0.16911,0,0.54801,0,0,0,0,0,0,0.0688,12.02628,4.58273,0,0,0,0,0,0,0,0,0,0,0.00849,0,0,0,0,0,0,0,6.97926,0,0,0,0,0,0,0,1.04872,0,0,0.56814,0,0,1.45769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10021,0,5.21802,0,0,0,0,0,0,0,0,0,0,0,0.33691,0.27738,0,0,0,0,0,0.835060000000027,0,0
"ERR527112",0,0,0,0,0,0,0,0,0,0.7824,3.33463,0,0,0,0,0.01247,0,0,0,52.75949,2.52474,0.11977,0.13618,0.88023,0,0,0.00145,0,0,0,0,0,0,0,0,0,0.04591,0,0,0.00825,2.05437,0,0,0,0.071,0,0.30532,0,0,0,0,0,0,0.02524,12.34099,2.9266,0,0,0,0,0,0,0,0.04945,0,0,0.0064,0,0,0,0,0,0,0,11.03459,0,0,0,0,0,0,0,1.02442,0,0,0.2442,0,0,1.75982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09568,0,5.96249,0,0,0,0,0,0,0,0.00142,0,0,0,0.43761,0.20138,0,0,0,0,0,0.83887,0.01463,0
"ERR527113",0,0,0,0,0,0.01695,0,0,0,0,5.85672,0,0,0,0,0,0,0,0,39.98135,0.09867,0.04173,0.17786,1.67397,0,0,0.03304,0,0,0,0,0,0,0,0.07482,0.38062,0.07123,0,0.0419,0,0.10367,0,0,0,0.05617,0.03574,0.44268,0,0,0,0,0.03893,0,0.28091,7.45954,5.56811,0,0,0.02676,0,0,0,0,0.64282,0.01537,0,1.50532,0,0,3.64873,0,0,0,0,0,0,0.05848,0,0,0,0,0,0.4566,0,0,0.03915,0.05331,0,1.69486,0.23683,0,0.34748,0,0,0,0,0,0,0,0,6.45938,0,0,0,0,0,0,0,0,0,5.32751,0.00104,1.03952,0,0,0,0,0,0,0,0,0,0,0,1.54148,1.92276,0,0,0,0,0,2.29596000000004,10.25203,0
"ERR527114",0,0,0,0,0,0.06129,0,0,0,0,4.89385,0,0,0,0,0,0,0,0,56.21477,0.77533,0,0.1628,0.58343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29773,0,0,0,0,0.06741,0,1.34687,2.78488,11.63924,0,0,0,0,0,0,0,0.13323,0,0,0.38192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11031,0,0,1.69141,2.84276,0,0.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428,0,2.60496,0,0,0,0,0,0,0,0,0,0,0,0.37453,3.64834,0,0,0,0,0,2.515,0.02116,0
"ERR527115",0,0,0,0,0,0.00643,0,0,0,0,3.17834,0,0,0,0,0.00783,0,0,0,62.02069,0.6849,0,0.07442,0.49357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02244,0,0,0.01502,0,0,0,0,0,0.5024,0,0,0,0,0.03917,0,1.10066,3.65198,8.55087,0,0,0,0,0,0,0,0.11543,0,0,0.35986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06766,0,0,1.49245,2.11971,0,0.02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16726,0,2.78057,0,0,0,0,0,0,0,0,0,0,0,0.43908,3.06924,0,0,0,0,0,1.95683999999999,0.05703,0
"ERR527116",0,0,0,0,0,0.04539,0,0,0,0,1.04009,0,0,0.00266,0,0.07911,0.05021,0,0,55.65645,0,0.7074,0,0.60992,0,0,0,0,0,0,0,0,0,0,0,1.30664,0,0,0.5911,0,0,0,0,0,0,0,0.37785,0,0.09062,0,0,0,0,0.14198,14.74847,8.8651,0.52435,0,0,0,0,0,0,0.00412,0.17541,0,0,0,0,0,0,0,0,0,0.97237,0,0,0,0.00643,0,0,0,1.31275,0,0,0.52144,0,0,2.14362,0,0,0,0.01601,0,0,0.0108,0,0,0,0,0.26149,0,0,0,0,0,0,0,0,0,3.74823,0,1.55019,0,0,0,0,0,0,0,0,0,0,0,0.05599,4.04457,0,0,0,0,0,0.310149999999993,0.02909,0
"ERR527117",0,0,0,0,0,0,0,0,0,0,20.00732,0,0,0,0,0,0,0,0,28.75272,3.69042,3.00046,0.68126,3.96507,0,0,0,0,0,0,0,0,0,0,0,0,0.04842,0,0,0,0,0,0,0,0,0,0.58925,0,0,0,0,0,0,0.97735,9.05244,7.29341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12061,0,0,0,0,0,0,0,0,0,0,1.00725,0,0,4.22932,0.50214,0,0,0,0,0,0,0,0,0,0,0.10081,0,0,0,0,0,0,0,0,0,0.23807,0,9.78303,0,0,0,0,0,0,0,0,0,0,0,0.10392,3.24609,0,0.39942,0,0,0,1.98011000000001,0.23111,0
"ERR527118",0,0,0,0,0,0.0259,0,0,0,0.00333,24.77558,0,0,0,0,0.00926,0.04061,0,0,22.82192,3.9206,4.93647,0.92204,3.09843,0,0,0.00042,0,0,0,0,0,0,0,0,0.04652,0.44044,0,0,0,0.23359,0,0,0,0.3024,0,0.37212,0,0,0,0,0,0,0.76473,8.22604,6.80286,0.05877,0,0,0,0,0,0,0,0.04811,0,0,0,0,0,0,0,0,0,0.29527,0,0,0,0,0,0,0,1.1686,0,0,1.46614,0.01971,0,4.44866,0.57972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524,0,0,0,0,0,0.03592,0,8.20669,0,0,0,0,0,0,0,0,0,0,0,0.16019,2.53961,0,0.60993,0,0,0,2.61230000000003,0.00188,0
"ERR527119",0,0,0,0,0,0,0,0,0,0,4.65612,0,0,0,0,0.01769,0,0,0,6.79579,0.02524,0,0.1692,0.26734,0,0,0,0,0,0,0,0,0,0,0,0,0.00285,0,0,0,0.16847,0,0,0,0,0,0.35228,0,0,0,0,0.01883,0,0.22274,12.35866,5.57292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98388,0,0,0,0,0,0,0,0.65294,0,0,0.77758,0,0,3.1079,1.3017,0,0.11695,0,0,0,0,0,0,0,0,36.56966,0,0,0,0,0,0,0,0,0,1.31141,0,0.15487,0,0,0,0,0,0,0,0,0,0,0,0,0.2245,0,0,0,0,0,0.170480000000012,0,0
"ERR527120",0,0,0,0,0,0,0,0,0,0,4.14369,0,0,0,0,0.05091,0.01123,0,0,6.17487,0.0731,0.01064,0.1802,0.40952,0,0,0.00179,0,0,0,0,0,0,0,0,0.05801,0.03071,0,0,0,0.31033,0,0,0,0,0,0.36723,0,0,0,0,0.03107,0,0,13.10597,4.66232,0.01028,0,0,0,0,0,0,0,0.02375,0,0,0,0,0,0,0,0,0,25.30148,0,0,0,0,0,0,0,0.71386,0,0,0.61695,0,0,3.20471,1.40508,0,0.12247,0,0,0,0,0,0,0,0,34.21268,0,0,0,0,0,0,0.01623,0,0,1.48728,0,0.46296,0,0,0,0,0,0,0,0,0,0,0,0.03068,0.22499,0,0,0,0,0,2.54183,0.00318,0
"ERR527121",0,0.00138,0,0.00408,0,0.04662,0,0,0,0.13805,2.44054,0,0,0,0,0.00793,0.03304,0,0,14.27349,0,0.11839,0.25453,0.4894,0,0,6e-04,0.02726,0,0,0,1.2076,0,0,0,0.03845,0,0,0,0.17333,5.83645,0,0,0,0,0,0.54541,0,0,0,0,0.00746,0,0.08439,12.51931,4.5873,0.0017,0,0,0,0,0.00276,0,0.04737,0.01368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92201,0,0,0.11392,0.00986,0,2.29021,0,0,0.46182,0,0,0,0,0,8.47407,0,0,30.26079,0,0,0,0,0,0,0,0,0,7.01057,0,3.24141,0,0,0,0,0,0,0,0,0,0,0,0.17742,0.65551,0,0,0,0,0,1.34477999999999,0.13471,0.0024
"ERR527122",0,0,0,0,0,0,0,0,0,0,10.65167,0,0,0,0,0,0,0,0,65.23928,0,1.22806,0.85841,1.88703,0,0,0,0,0,0,0,0,0,0,0,0.25135,0,0,0.0124,0,0.10427,0,0,0,0,0,0.05178,0,0.03146,0,0,0,0,0.00956,8.20314,3.85355,0.0618,0,0.01419,0,0,0,0,0,0.01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70427,0,0,1.18966,0,0,0.7541,0,0,0.04968,0,0,0,0,0,0,0,0,0.00087,0,0,0,0,0,0,0,0,0,1.05319,0,2.66216,0,0,0,0,0,0,0,0,0,0,0,0.10436,0.41681,0,0,0,0,0,0.596700000000027,0,0
"ERR527123",0,0,0,0,0,0.01768,0,0,0,0.23825,12.36271,0,0,0,0,0.00321,0,0,0,15.68943,2.73748,0,0.24111,0.33691,0,0,0.25382,0,0,0,0,0,0,0,0.03227,0.01221,0.06002,0,0,0,0.27,0,0,0,0,0.22984,0.35229,0,0,0,0,0,0,0.15218,4.92891,5.62742,0,0,0,0,0,0,0,0.11362,0.01028,0,0.01272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19793,0,0,0.10413,0.1525,0,1.13153,0,0,0,0.03468,0,0,0,0,0,0,0,45.96692,0,0,0,0,0,0,0.0133,0,0,1.02359,0,1.41796,0,0,0,0,0,0,0,0.02237,0,0,0,0.20296,0.6519,0,2.08792,0,0,0.00726,2.07500000000005,0.22769,0
"ERR527124",0,0,0,0,0,0.07316,0,0,0,0.00058,8.72342,0,0,0,0,0.02711,0.03139,0,0,26.32843,0.89252,0.08843,0.02647,0.72776,0,0,0.07069,0,0,0,0,0,0,0,0,0.09372,0.07015,0,0,0.25718,1.37876,0,0,0,0.24826,0,0.62903,0,0.02358,0,0,0.00731,0,0.02955,14.9492,10.38836,0,0,0,0,0,0.02156,0,0.00587,0.01317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65747,0,0,0.30047,0.22547,0,5.33835,4.97716,0,0.00277,0,0,0,0,0,0,0,0,4.15696,0,0,0,0.00979,0,0,0,0,0,3.44151,0,4.09128,0,0,0,0,0,0,0,0,0,0,0,0.03816,8.438,0,0,0,0,0,1.19080999999998,0.02614,0
"ERR527125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03698,0,0,0,88.64814,0,0.33164,0.00097,1.00787,0,0,0,0,0,0,0,0,0,0,0.01139,0.83419,0,0,0.1802,0,0,0,0,0,0,0,0.09444,0,0.02431,0,0,0.03655,0,0.39947,0.0331,0,0.27229,0,0,0,0,0,0,0.00177,0.01254,0,0.1635,0,0,0.0446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22443,0.03191,0,5.74784,0,0,0.7429,0,0,0,0,0,0,0,0,0.00845,0,0,0,0,0,0,0,0,0,0.33258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05392,0,0,0,0,0,0.671310000000005,0.05271,0
"ERR527126",0,0,0,0,0,0.00984,0,0,0,0.00445,2.24919,0,0,0,0,0.00501,0,0,0,42.92822,0,0.23478,0.27397,2.06042,0,0,0,0,0,0,0,0,0,0,0.02027,0.20317,0,0,0.11262,0,0.40724,0,0,0,0,0,0.01722,0,0.01835,0,0,0.03082,0.43917,0.09427,19.24485,6.80608,0.04092,0,0.05152,0,0,0,0.00397,0.17181,0.05308,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38379,0,0,7.57843,0,0,0.03348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60062,0,6.16597,0,0,0,0,0,0,0,0,0,0,0,0.24615,0.08658,0,0,0,0,0,4.00961000000001,0.04713,0
"ERR527127",0,0,0,0,0,0,0,0,0,0.51502,3.32679,0,0,0,0,0.07907,0,0,0,53.82484,0.56946,0.10528,0.01105,1.20593,0,0,0,0,0,0,0,0,0,0,0.00093,0.0391,0.08244,0,0,2.05214,1.00118,0,0,0,0.00955,0,0.24357,0,0,0,0,0.17389,0,0.92127,1.71899,8.00034,0,0,0,0,0,0,0,0.09281,0.00213,0,0.06444,0,0,0.00253,0,0,0,0,0.05408,0,0.4218,0,0,0,0,0,1.30228,0,0,0.06621,0.01669,0,2.49215,0.97436,0,0.31176,0,0,0,0,0,0,0,0,0.01205,0,0,0,0,0,0,0,0,0,7.87388,0,5.40366,0,0,0,0,0,0,0,0,0,0,0,0.13649,0.97837,0,0,0,0,0,5.81314999999998,0.10032,0
"ERR527128",0,0,0,0,0,0.02062,0,0,0,0.02129,9.66691,0,0,0,0,0,0,0,0,23.81227,1.28169,0,0.42035,2.62558,0,0,0,0,0,0,0,0.05873,0,0,0,12.03368,0.1307,0,0,0.13165,0.27463,0,0,0,0.32779,0,0.56622,0,0,0,0,0,0,0.01638,10.7456,7.22475,0.00337,0,0,0,0,0,0,0,0.03566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95354,0,0,0.50311,0,0,1.15667,0.48146,0,0.05629,0,0,0,0,0,0,0,0,10.31641,0,0,0,0.00341,0,0,0,0,0,4.75368,0,2.89028,0,0,0,0,0,0,0,0,0,0,0,0.02716,3.61646,0,0,0,0,0,4.83940000000001,0.00426,0
"ERR527129",0,0,0,0,0,0,0,0,0,0,5.43644,0,0,0,0,0,0.02035,0,0,56.614,0,1.05684,0.55478,0.30046,0,0,0,0,0,0,0,0,0,0,0,0.79269,0,0,0,0,0,0,0,0,0,0,0.00922,0,0.06404,0,0,0,0,0.03072,3.20888,3.7638,0.33195,0,0,0,0,0.00897,0,0,0.11602,0,0,0,0,0.0079,0,0,0,0,6.70389,0,0,0,0,0,0,0,0.69177,0,0,1.01209,0.27143,0,2.56121,4.32746,0,0.00495,0,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,2.73205,0,7.81713,0,0,0,0,0,0,0,0,0,0,0,0.19945,0.55724,0,0,0,0,0,0.766289999999998,0.00829,0.02864
"ERR527130",0,0,0,0,0,0.00164,0,0,0,0,5.00994,0,0,0,0,0,0,0,0,63.92928,0,0,0.55983,1.57177,0,0,0.02802,0,0,0,0,0,0,0,0,0.78007,0.09575,0,0,0,0.04728,0,0,0,0,0,0.64291,0,0,0,0,0,0,0.04865,4.16734,4.2902,0.18288,0,2.83948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79351,0,0,0.21749,0,0,2.46563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14782,0,4.49766,0,0,0,0,0,0,0,0,0,0,0,0.10557,3.91697,0,1.26661,0,0,0,0.393700000000024,0,0
"ERR527131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03917,0,0,0,87.83123,0,0.95386,0.09374,0.80474,0,0,0,0,0,0,0,0,0,0,0,0.07697,0,0,0.15718,0,0,0,0,0,0,0,0.10197,0,0.00187,0,0,0,0,0.05284,2.96038,1.07925,0.00366,0,0,0,0,0,0,0,0,0,0.46141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9988,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0.17036,0,0.93513,0,0,0,0,0,0,0,0,0,0,0,0.03431,0.01305,0,0,0,0,0,0.220629999999986,0.00887,0
"ERR527132",0,0,0,0,0,0.02178,0,0,0,0,1.76881,0,0,0,0,0.06295,0,0,0,71.57767,0,0.03176,0.24294,1.08464,0,0,0.00774,0,0,0,0,0,0,0,0,0.0729,0.03995,0,0.00502,0,0.48056,0,0,0,0,0,0.33864,0,0,0,0,0,0.00643,0.07602,3.79535,5.35154,0.00315,0,0,0,0,0,0,0.22895,0.01133,0,0,0,0,0,0,0,0,0,0.01005,0,0,0,0,0,0,0,0.96052,0,0,0.09544,0.00147,0,2.58188,0.00571,0,0.55275,0,0,0,0,0,0,0,0,0,0,0.15664,0,0,0,0,0,0,0,2.41009,0,2.66398,0,0,0,0,0,0,0,0,0,0,0,0.62333,1.46465,0,0,0,0,0,3.15981000000001,0.10555,0
"ERR527133",0,0,0,0,0,0.03558,0,0,0,0,1.74733,0,0,0,0,0.14623,0,0,0,61.36615,0,0,0.44832,1.70545,0,0,0,0,0,0,0,0,0,0,0,0.18032,0.03696,0,0,0,0.79281,0,0,0,0,0,0.36179,0,0,0,0,0,0,0.1638,6.73351,8.6444,0.00715,0,0,0,0,0,0,0.04972,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10063,0,0,0.11851,0.04588,0,2.37009,0,0,0.2611,0,0,0,0,0,0,0,0,0,0,0.01812,0,0,0,0,0,0,0,2.82788,0.00566,3.02825,0,0,0,0,0,0,0,0,0,0,0,0.98064,2.47641,0,0,0,0,0,4.23853000000005,0.09438,0
"ERR527134",0,0,0,0,0,0.0437,0,0,0,0,3.39855,0,0,0,0,0,0,0,0,67.18593,0,0.40898,0.38059,0.26851,0,0,0,0,0,0,0,0,0,0,0,0.02751,0,0,0,0,0.58044,0,0,0,0,0,0.13689,0,0,0,0,0,0,0.0592,1.52346,10.16236,0.03639,0,0,0,0,0,0,0,0.00304,0,0.13747,0,0,0,0,0,0,0,3.07731,0,0,0,0,0,0,0,0.8438,0,0,0.06766,0,0,7.24277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58765,0,0.29966,0,0,0,0,0,0,0,0,0,0,0,0.03188,1.49905,0,0,0,0,0,0.985370000000003,0.01183,0
"ERR527135",0,0,0,0,0,0.03184,0,0,0,0,10.07456,0,0,0,0,0,0.00178,0,0,30.49122,4.62544,0.33968,0.52803,2.46737,0,0,0,0,0,0,0,0,0,0,0,0.38324,0.11077,0,0.01877,0,0.5428,0,0,0,0,0,0.09141,0,0,0,0,0,0,0.11892,16.07731,12.50592,0.11432,0,0,0.00219,0,0,0,0.01331,0.02478,0,0,0,0,0.03214,0,0,0,0,0.90718,0,0,0,0,0,0,0,0.99528,0,0,0.39563,0,0,5.61452,0,0,0.7979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24717,0,7.395,0,0,0,0,0,0,0,0,0,0,0,0.27666,0.7005,0,0,0,0,0,2.03286999999999,0.04149,0
"ERR527136",0,0,0,0,0,0.0088,0,0,0,0,1.33961,0,0,0,0,0.01472,0,0,0,60.25748,0,1.56205,0.47858,1.12631,0,0,0,0,0,0,0,0,0,0,0.03211,0.20166,0.20151,0,0.09656,0,0.4818,0,0,0,0,0,0.29435,0,0.03206,0,0,0,0,0.34708,6.3489,4.92922,0.10155,0,3.08123,0,0,0,0,0.03943,0.0169,0,0.06296,0,0,0,0,0,0,0,0.01071,0.33221,0,0,0,0,0,0,1.07864,0,0,0.18522,0,0,3.12557,0,0,0.56753,0,0,0,0,0,0,0,0,0.00526,0,0,0,0,0,0,0,0,0,9.43903,0,1.38852,0,0,0,0,0,0,0,0,0,0,0,0.05548,0.35175,0,0,0,0,0,2.31392999999998,0.09128,0
"ERR527137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.57712,0,0,0.319,0.96755,0,0,0,0,0,0,0,0,0,0,0,0.43142,0.00258,0,0,0,0,0,0,0,0,0,0.06836,0,0,0,0,0,0,7.07238,0.00508,0.03106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11841,0,0,0,0,0,4.10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295010000000005,0,0
"ERR527138",0,0,0,0,0,0,0,0,0,0,0.40271,0,0,0,0,0.07819,0,0,0,40.59802,0,3.49678,0.02764,2.03811,0,0,0,0,0,0,0,0,0,0,0,0.13758,0.19333,0,0,0,0,0,0,0,0,0,0.12862,0,0,0,0,0,0.06546,0.2128,13.06395,4.91506,0.01212,0,0,0,0,0,0,0.1044,0,0,0.00965,0,0,1.38935,0,0,0,0.03989,29.16436,0,0,0,0,0,0,0,0,0,0,0.18581,0,0,0.44618,0,0,0,0,0,0,0,0,0,0,0.00246,0.00976,0,0,0,0,0,0,0,0,0,2.10749,0,0.01632,0,0,0,0,0,0,0,0.0241,0,0,0,0.09643,0.08618,0,0,0,0,0,0.913730000000015,0.02528,0.00824
"ERR527139",0,0,0,0,0,0.00419,0,0,0,0,5.40675,0,0,0,0,0.01528,0,0,0,65.1,0.71661,0,0.39046,1.4198,0,0,0.00111,0,0,0,0,0,0,0,0,1.74839,0.01321,0,0,0.18885,0.09421,0,0,0,0,0,0.363,0,0,0,0,0,0.03269,2.9942,3.73806,5.59295,0,0,0,0,0,0,0,0.09682,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39376,0,0,0.06908,0,0,3.83364,1.94624,0,0.01397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72224,0,0.10121,0,0,0,0,0,0,0,0,0,0,0,0.09099,1.40938,0,0,0,0,0,2.41443999999998,0.08655,0
"ERR527140",0,0,0,0,0,0,0.03506,0,0.00952,0,4.11133,0,0,0,0,0.00414,0,0,0.01992,35.40038,0,0,0.23296,0.58019,0,0,0,0,0,0,0,0,0,0,0.00259,0.00467,0,0,0.01192,0,0,0,0,0,0,0,0.19478,0,0.01418,0,0,0,0,0.15225,20.91484,9.13507,0.03435,0,0.05702,0,0,0,0,0.367,0.02544,0,0,0,0,7.62788,0,0,0,0,0,0.04125,0,0,0,0,0,0,0.76434,0,0,0.14764,0,0,0.5069,0,0,0.04066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47299,0,6.62814,0,0,0,0,0,0,0,0,0,0.10382,0,1.1274,0.72924,0,0,0,0,0,0.731959999999987,5.7505,0.01967
"ERR527141",0,0,0,0,0,0,0,0,0,0,1.28761,0,0,0,0,0,0,0,0,65.73319,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43928,0,0,0,0,0,0,6.86356,0,6.37022,0,0,0.65756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02362,0.03348,0,0.06526,0,0,0,0,0,0,0,0,10.54415,0,0,0,0,0,0,0,0,0,4.71453,0,1.94897,0,0,0,0,0,0,0,0,0,0,0,0,0.27307,0,0,0,0,0,1.4210854715202e-14,0,0
"ERR527142",0,0,0,0,0,0,0,0,0,0,2.25941,0,0,0,0,0,0.01619,0,0,52.34525,0.12568,0.12805,0.38059,0.89104,0,0,0,0,0,0,0,0,0,0,0.0025,0.65944,0.00787,0,0,0,0.11249,0,0,0,0,0,0.12346,0,0.01217,0,0,0.00354,0,8.81251,0.05727,8.69602,0.01743,0,0.46961,0,0,0,0,0.10973,0.02291,0,0.46536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66201,0,0,0.32732,0,0,2.08261,0.72967,0,0.40415,0,0,0,0,0,0,0,0,8.25483,0,0,0,0,0,0,0,0,0,3.87411,0,2.95568,0,0,0,0,0,0.01099,0,0,0,0,0,0.00499,1.00211,0,0,0,0,0,3.92161999999999,0.05139,0
"ERR527143",0,0,0,0,0,0,0,0,0,0,5.37127,0,0,0,0,0.05361,0.01369,0,0,6.05338,0.08529,0.02589,0.24858,0.41472,0,0,0.00252,0,0,0,0,0,0,0,0,0.09898,0.04983,0.00088,0,0,0.31375,0,0,0,0,0,0.39219,0,0.00406,0,0,0.0484,0,0.00509,11.96114,5.76856,0.01752,0,0,0,0,0.00099,0,0,0.0336,0,0,0,0,0,0,0,0,0,22.14892,0.01142,0,0,0,0,0,0,0.74823,0,0,0.81256,0,0,3.37957,1.60534,0,0.14767,0,0,0,0,0,0,0,0,35.54494,0,0,0,0,0,0,0.03297,0,0,1.55433,0,0.48992,0,0,0,0,0,0,0,0.00149,0,0,0,0.03605,0.27555,0,0,0,0,0,2.24352999999998,0.00357,0
"ERR527144",0,0,0,0,0,0,0,0,0,0,0.78523,0,0,0,0,0,0,0,0,57.50619,0,0,0.28089,0.70952,0,0,0,0,0,0,0,0,0,0,0,1.14628,0,0,0.02222,0,0.0234,0,0,0,0,0,0.03677,0,0.00679,0,0,0,0,0.02036,14.58945,1.72522,0,0,0,0,0,0,0,0.27653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07293,0,0,0,0,0,0,0,0,0,0,0,0.03252,0,0,0,0,0,0,0,0,0,15.40359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06892,0.4309,0,0,0,0,0,3.80573000000001,0.05656,0
